code,time_zone_id,name,city_code,country_id,location,elevation,url,icao,city,county,state,status
TSF,Europe/Rome,Treviso Airport,VCE,IT,POINT (12.196684766859011 45.6490897),59,http://www.trevisoairport.it/tsf/index.jsp?_requestid=677517&language=en,LIPH,Treviso,Provincia di Treviso,Veneto,
AVB,Europe/Rome,Aviano,AVB,IT,POINT (12.602047622830732 46.03136845),354,http://www.aviano.af.mil/,LIPA,Roveredo in Piano,Provincia di Pordenone,Friuli Venezia Giulia,
BRI,Europe/Rome,Palese Airport,BRI,IT,POINT (16.7656 41.1534),88,http://www.seap-puglia.it/default.asp?idlingua=2&idcontenuto=25,LIBD,San Paolo,Provincia di Bari,Apulia,
BGY,Europe/Rome,Orio al Serio International Airport,MIL,IT,POINT (9.69876347135455 45.670959249999996),754,http://www.sacbo.it/,LIME,Orio al Serio,Provincia di Bergamo,Lombardy,
PNL,Europe/Rome,Pantelleria Airport,PNL,IT,POINT (11.962350735013088 36.813767999999996),567,,LICG,Pantelleria,Trapani,Sicily,
PSR,Europe/Rome,Abruzzo Airport,PSR,IT,POINT (14.186080677809038 42.4321436),26,http://www.abruzzo-airport.it/eng/index.php,LIBP,Sambuceto,Provincia di Chieti,Abruzzo,
VCE,Europe/Rome,Venice Marco Polo Airport,VCE,IT,POINT (12.342579681064803 45.50353855),19,http://www.veniceairport.com/core/index.jsp?_requestid=37300&language=en,LIPZ,Tessera,Provincia di Venezia,Veneto,
NSY,Europe/Rome,NAS Sigonella,NSY,IT,POINT (14.933333 37.4),36,,LICZ,Motta Sant'Anastasia,Catania,Sicily,
BZO,Europe/Rome,Bolzano,BZO,IT,POINT (11.326085809111088 46.46006215),744,http://www.abd-airport.it/en/home.htm,LIPB,San Giacomo,Bolzano,Trentino-Alto Adige,
OLB,Europe/Rome,Olbia Costa Smeralda Airport,OLB,IT,POINT (9.517745484294872 40.89937665),22,,LIEO,Olbia,Provincia di Olbia-Tempio,Sardinia,
CIY,Europe/Rome,Comiso Airport,CIY,IT,POINT (14.60748814771559 36.99482985),702,http://www.aeroportodicomiso.it/,LICB,Comiso,Ragusa,Sicily,
CRV,Europe/Rome,Crotone,CRV,IT,POINT (17.079721192856304 38.99735655),495,http://www.aeroporto.kr.it/cartaservizi_eng.asp,LIBC,Isola di Capo Rizzuto,Provincia di Crotone,Calabria,
CTA,Europe/Rome,Catania-Fontanarossa Airport,CTA,IT,POINT (15.067568274467547 37.467242600000006),22,http://www.aeroporto.catania.it/,LICC,Catania,Catania,Sicily,
DCI,Europe/Rome,Rafsu Decimomannu,DCI,IT,POINT (8.966667 39.35),49,,LIED,Villasor,Provincia di Cagliari,Sardinia,
RMI,Europe/Rome,Miramare Airport,RMI,IT,POINT (12.625623 44.0241687),16,http://www.riminiairport.com/english/,LIPR,Rivazzurra,Provincia di Rimini,Emilia-Romagna,
QAQ,Europe/Rome,L'Aquila–Preturo Airport,QAQ,IT,POINT (13.309167 42.379722),2132,http://www.aeroportodeiparchi.it/,LIAP,Preturo,Provincia dell' Aquila,Abruzzo,
EBA,Europe/Rome,Marina Di Campo Airport,EBA,IT,POINT (10.283333 42.766666),387,,LIRJ,Campo nell'Elba,Provincia di Livorno,Tuscany,
RRO,Europe/Rome,Sorrento,RRO,IT,POINT (14.366667 40.61667),912,,,Massa Lubrense,Provincia di Napoli,Campania,
SAY,Europe/Rome,Siena,SAY,IT,POINT (11.25 43.25),570,,LIQS,Rosia,Provincia di Siena,Tuscany,
FRL,Europe/Rome,Luigi Ridolfi,FRL,IT,POINT (12.067528607688963 44.195467199999996),68,,LIPK,Forli,Forli-Cesena,Emilia-Romagna,
FCO,Europe/Rome,Leonardo da Vinci-Fiumicino Airport,ROM,IT,POINT (12.226901204880779 41.8144309),32,http://www.adr.it/portal/portal/adr/Fiumicino/Leonardo_da_vinci/Header_Window?action=2,LIRF,Fiumicino-Isola Sacra,Citta metropolitana di Roma Capitale,Latium,
FLR,Europe/Rome,Firenze-Peretola Airport,FLR,IT,POINT (11.199120619746795 43.80928725),104,http://www.aeroporto.firenze.it/,LIRQ,Sesto Fiorentino,Province of Florence,Tuscany,
FNU,Europe/Rome,Fenosu,FNU,IT,POINT (8.640620134900566 39.8951383),32,http://www.sogeaor.it,LIER,Palmas Arborea,Provincia di Oristano,Sardinia,
VBS,Europe/Rome,Montichiari Airport,VRN,IT,POINT (10.328465676993805 45.4279922),305,http://www.aeroportobrescia.it/en/business_t6/,LIPO,Vighizzolo,Provincia di Brescia,Lombardy,
CUF,Europe/Rome,Levaldigi Airport,CUF,IT,POINT (7.623336248505572 44.54739375),1253,http://www.aeroporto.cuneo.it/,LIMZ,Centallo,Provincia di Cuneo,Piedmont,
VIF,Europe/Rome,Vieste,VIF,IT,POINT (16.176945 41.885277),29,,,Vieste,Provincia di Foggia,Apulia,
VRN,Europe/Rome,Verona Villafranca Airport,VRN,IT,POINT (10.885895928972548 45.39717245),216,http://www.aeroportoverona.it/,LIPX,Dossobuono,Provincia di Verona,Veneto,
GOA,Europe/Rome,Genoa Cristoforo Colombo Airport,GOA,IT,POINT (8.843503285615387 44.4127072),16,http://www.aeroportodigenova.com/en/home/index.php,LIMJ,San Teodoro,Provincia di Genova,Liguria,
GRS,Europe/Rome,Baccarini,GRS,IT,POINT (11.070556 42.761944),32,,LIRS,Grosseto,Provincia di Grosseto,Tuscany,
ISH,Europe/Rome,Ischia Airport,ISH,IT,POINT (13.95 40.733334),72,,,Ischia,Provincia di Napoli,Campania,
LCC,Europe/Rome,Galatina,LCC,IT,POINT (18.1375237109655 40.24047975),156,,LIBN,Collemeto,Provincia di Lecce,Apulia,
LCV,Europe/Rome,Lucca,LCV,IT,POINT (10.583333 43.833332),39,,LIQL,Capannori,Provincia di Lucca,Tuscany,
LIN,Europe/Rome,Milano Linate Airport,MIL,IT,POINT (9.277832922158506 45.44420495),353,http://www.sea-aeroportimilano.it/en/,LIML,Novegro-Tregarezzo-San Felice,Citta metropolitana di Milano,Lombardy,
LMP,Europe/Rome,Lampedusa Airport,LMP,IT,POINT (12.62234782535575 35.4985355),70,,LICD,Lampedusa,Agrigento,Sicily,
FOG,Europe/Rome,Gino Lisa,FOG,IT,POINT (15.544367 41.43399),269,,LIBF,,,,
VIC,Europe/Rome,Trissino,VIC,IT,POINT (11.55 45.55),85,,LIPT,,,,
PEG,Europe/Rome,Sant Egidio Airport,PEG,IT,POINT (12.366667 43.13333),1299,http://www.airport.umbria.it/,LIRZ,Perugia,Provincia di Perugia,Umbria,
PEJ,Europe/Rome,Peschiei,PEJ,IT,POINT (15.730556 41.701668),1735,,,San Giovanni Rotondo,Provincia di Foggia,Apulia,
PMF,Europe/Rome,Parma Airport,MIL,IT,POINT (10.296814771033567 44.82609055),88,,LIMP,Parma,Provincia di Parma,Emilia-Romagna,
PMO,Europe/Rome,Falcone-Borsellino Airport,PMO,IT,POINT (13.104779 38.186523),39,http://www.gesap.it/index.php,LICJ,Cinisi,Palermo,Sicily,
PRJ,Europe/Rome,Capri,PRJ,IT,POINT (14.233333 40.55),652,,,Capri,Provincia di Napoli,Campania,
QSR,Europe/Rome,Pontecagnano,QSR,IT,POINT (14.911103145423613 40.61887125),98,http://www.aeroportosalerno.it/,LIRI,Pratole,Provincia di Salerno,Campania,
RAN,Europe/Rome,La Spreta,RAN,IT,POINT (12.223333 44.36667),26,http://www.aeroclubravenna.com,LIDR,Classe,Provincia di Ravenna,Emilia-Romagna,
REG,Europe/Rome,Tito Menniti Airport,REG,IT,POINT (15.650833 38.07528),68,,LICR,Reggio Calabria,Provincia di Reggio Calabria,Calabria,
TAR,Europe/Rome,M. A. Grottag,TAR,IT,POINT (17.401943 40.517776),215,,LIBG,Monteiasi,Provincia di Taranto,Apulia,
TQR,Europe/Rome,San Domino Island,TQR,IT,POINT (15.483333 42.11667),0,,,Isole Tremiti,Provincia di Foggia,Apulia,
TPS,Europe/Rome,Trapani-Birgi Airport,TPS,IT,POINT (12.492621862041094 37.913008950000005),25,,LICT,Marsala,Trapani,Sicily,
UDN,Europe/Rome,Airfield,UDN,IT,POINT (13.183333 46.033333),305,,LIPD,Pasian di Prato,Provincia di Udine,Friuli Venezia Giulia,
ZIE,Europe/Rome,Harbour (Eolie Island),ZIE,IT,POINT (14.9 38.533333),0,,,Santa Marina Salina,Messina,Sicily,
ZIP,Europe/Rome,Harbour (Eolie Island),ZIP,IT,POINT (11.646667 49.871666),0,,,Emtmannsberg,Upper Franconia,Bavaria,
ZMJ,Europe/Rome,Mergellina Harbour,NAP,IT,POINT (14.2516357 40.8400969),0,,,Napoli,Provincia di Napoli,Campania,
RTW,Europe/Samara,Saratov Tsentralny Airport,RTW,RU,POINT (46.04171591129158 51.5654706),485,,UWSS,Saratov,Saratovskiy Rayon,Saratov,
IJK,Europe/Samara,Izhevsk Airport,IJK,RU,POINT (53.463128329289745 56.836190450000004),406,,USII,Khokhryaki,,Udmurtiya,
KUF,Europe/Samara,Kurumoch International Airport,KUF,RU,POINT (50.15699388903002 53.50575105),477,http://airport.samara.ru/en/,UWWW,Bereza,,Samara,
ULV,Europe/Samara,Baratayevka,ULY,RU,POINT (48.22490186377723 54.269227099999995),463,,UWLL,,,,
ULY,Europe/Samara,Ulyanovsk Vostochny Airport,ULY,RU,POINT (48.216667 54.266666),252,,UWLW,Isheyevka,,Ulyanovsk,
BNX,Europe/Sarajevo,Banja Luka Airport,BNX,BA,POINT (17.296385987756054 44.94291375),351,http://www.banjaluka-airport.com/,LQBK,Laktasi,,Republika Srpska,
OMO,Europe/Sarajevo,Mostar Airport,OMO,BA,POINT (17.843882921236258 43.281888800000004),137,http://www.mostar-airport.ba/,LQMO,Blagaj,,Federation of Bosnia and Herzegovina,
SJJ,Europe/Sarajevo,Sarajevo International Airport,SJJ,BA,POINT (18.333154918143215 43.8253475),1673,http://www.sarajevo-airport.ba/,LQSA,Sarajevo,Kanton Sarajevo,Federation of Bosnia and Herzegovina,
TZL,Europe/Sarajevo,Tuzla International Airport,TZL,BA,POINT (18.709167 44.40972),784,http://www.tuzla-airport.ba/,LQTZ,Svojat,,,
GSV,Europe/Saratov,Saratov Gagarin Airport,RTW,RU,POINT (46.166667 51.716667),82,,,Shumeyka,,Saratov,
UKS,Europe/Simferopol,Belbek,UKS,KX,POINT (33.56699649490146 44.6866456),344,,URFB,Inkerman,,Misto Sevastopol',
KHC,Europe/Simferopol,Kerch,KHC,UA,POINT (36.40351612303412 45.3715154),171,,UKFK,Voykove,,Crimea,
SIP,Europe/Simferopol,Simferopol International Airport,SIP,KX,POINT (33.97007140630278 45.039428650000005),518,http://www.airport.crimea.ua/,,Rodnykove,Simferopol's'kyy Rayon,Crimea,
OHD,Europe/Skopje,Ohrid Airport,OHD,MK,POINT (20.742970126092665 41.17937425),2270,http://ohd.airports.com.mk/,LWOH,Misleshevo,,,
SKP,Europe/Skopje,Skopje Alexander the Great Airport,SKP,MK,POINT (21.62872 41.95649),790,http://skp.airports.com.mk/,LWSK,Petrovec,,Petrovec,
BOJ,Europe/Sofia,Bourgas Airport,BOJ,BG,POINT (27.283333 42.416668),22,,LBBG,Sredets,Obshtina Sredets,Burgas,
VAR,Europe/Sofia,Varna Airport,VAR,BG,POINT (27.823302249448076 43.23393595),206,,LBWN,Aksakovo,Obshtina Aksakovo,Varna,
SOF,Europe/Sofia,Sofia Airport,SOF,BG,POINT (23.414218088581656 42.69557455),1722,http://sofia-airport.bg,LBSF,Sofia,Stolichna Obshtina,Sofia-Capital,
ROU,Europe/Sofia,Rousse,ROU,BG,POINT (26.0561248660734 43.69361995),613,,LBRS,Ivanovo,Obshtina Ivanovo,Ruse,
GOZ,Europe/Sofia,Gorna Oriahovitsa,GOZ,BG,POINT (25.666668 43.11667),793,,LBGO,Gorna Oryakhovitsa,Obshtina Gorna Oryakhovitsa,Veliko Turnovo,
HKV,Europe/Sofia,Haskovo,HKV,BG,POINT (25.55 41.933334),597,,,Haskovo,Obshtina Khaskovo,Khaskovo,
JAM,Europe/Sofia,Jambol,JAM,BG,POINT (26.483334 42.516666),531,,LBIA,Yambol,Obshtina Yambol,Yambol,
PDV,Europe/Sofia,Plovdiv Airport,PDV,BG,POINT (24.716667 42.3),629,http://www.plovdivairport.com/,LBPD,Kaloyanovo,Obshtina Kaloyanovo,Plovdiv,
SLS,Europe/Sofia,Silistra,SLS,BG,POINT (27.180555 44.05639),396,,LBSS,Silistra,Obshtina Silistra,Silistra,
SZR,Europe/Sofia,Stara Zagora,SZR,BG,POINT (25.616667 42.433334),558,,LBSZ,Stara Zagora,Obshtina Stara Zagora,Stara Zagora,
TGV,Europe/Sofia,Targovishte,TGV,BG,POINT (24.5 42.416668),666,,LBTG,Suedinenie,Obshtina Suedinenie,Plovdiv,
LPI,Europe/Stockholm,Linkoping City Airport,LPI,SE,POINT (15.691669911451392 58.4045718),141,http://www.linkopingsflygplats.se/,ESSL,Linkoping,Linkopings Kommun,OEstergoetland,
XYP,Europe/Stockholm,Avesta Krylbo,XYP,SE,POINT (16.215858548 60.1312969721),285,,,,,,
SOO,Europe/Stockholm,Helsinge Airport,SOO,SE,POINT (17.0983333 61.2613889),42,http://www.flygstaden.se/flygf-ltet,ESNY,Soderhamn,Soderhamns Kommun,Gaevleborg,
LYC,Europe/Stockholm,Lycksele Airport,LYC,SE,POINT (18.7177778 64.5475),646,,ESNL,Lycksele,Lycksele Kommun,Vaesterbotten,
JSO,Europe/Stockholm,Sodertalje Heliport,JSO,SE,POINT (17.65 59.2),0,,,,,,
MMX,Europe/Stockholm,Malmo Airport,MMA,SE,POINT (13.369715681029767 55.5361868),223,http://www.swedavia.com/malmo/,ESMS,Genarp,Lunds Kommun,Skane,
AGH,Europe/Stockholm,Angelholm Helsingborg Airport,AGH,SE,POINT (12.852846835898422 56.297234599999996),36,http://www.lfv.se/templates/LFV_AirportStartPage____4777.aspx,ESTA,,,,
IDB,Europe/Stockholm,Idre,IDB,SE,POINT (12.6894444 61.8697222),1427,,ESUE,,,,
GOT,Europe/Stockholm,Goteborg Landvetter Airport,GOT,SE,POINT (12.287763001236742 57.662414749999996),475,https://www.swedavia.com/landvetter/,ESGG,Landvetter,Harryda Kommun,Vaestra Goetaland,
JKG,Europe/Stockholm,Axamo Airport,JKG,SE,POINT (14.06703041585528 57.76018705),754,http://www.lfv.se/templates/LFV_AirportStartPage____1672.aspx,ESGJ,Taberg,Jonkopings Kommun,Joenkoeping,
AJR,Europe/Stockholm,Arvidsjaur Airport,AJR,SE,POINT (19.264585907892943 65.5920366),1227,,ESNX,Arvidsjaur,Arvidsjaurs Kommun,Norrbotten,
EKT,Europe/Stockholm,Eskilstuna,EKT,SE,POINT (16.533333 59.36667),39,,ESSU,,,,
ARN,Europe/Stockholm,Stockholm Arlanda Airport,STO,SE,POINT (17.937044334194475 59.6467921),88,http://www.swedavia.se/arlanda/,ESSA,Marsta,Sigtuna Kommun,Stockholm,
OSD,Europe/Stockholm,Are Ostersund Airport,OSD,SE,POINT (14.499010830385984 63.19562795),1131,https://www.swedavia.com/ostersund/,ESNZ,Krokom,Krokoms Kommun,Jaemtland,
TYF,Europe/Stockholm,Torsby Airport,TYF,SE,POINT (12.989099530642672 60.160475149999996),393,http://www.torsbyflygplats.se,ESST,Torsby,Torsby Kommun,Vaermland,
NYO,Europe/Stockholm,Stockholm Skavsta Airport,STO,SE,POINT (16.9104983 58.7871654),104,,ESKN,Svalsta,Nykopings Kommun,Soedermanland,
UME,Europe/Stockholm,Umea Airport,UME,SE,POINT (20.288655093670805 63.7903095),24,https://www.swedavia.com/umea/,ESNU,Umea,Umea Kommun,Vaesterbotten,
BMA,Europe/Stockholm,Bromma Airport,STO,SE,POINT (17.944740459281977 59.3546192),29,,ESSB,Bromma,Stockholms Kommun,Stockholm,
BLE,Europe/Stockholm,Dala Airport,BLE,SE,POINT (15.51485581335173 60.421658550000004),465,,ESSD,Ornas,Borlange Kommun,Dalarna,
NRK,Europe/Stockholm,Kungsangen Airport,NRK,SE,POINT (16.2478449 58.5859848),16,,ESSP,Lindo,,OEstergoetland,
OSK,Europe/Stockholm,Oskarshamn,OSK,SE,POINT (16.433332 57.266666),19,,ESMO,Oskarshamn,Oskarshamns Kommun,Kalmar,
RNB,Europe/Stockholm,Kallinge Airport,RNB,SE,POINT (15.272677842123656 56.268616050000006),160,https://www.swedavia.com/ronneby/,ESDF,,,,
SCR,Europe/Stockholm,Scandinavian Mountains Airport,SCR,SE,POINT (12.833295450012834 61.1640852),1584,https://scandinavianmountains.se/en/home/,ESKS,Innbygda,Trysil,Hedmark,
SDL,Europe/Stockholm,Sundsvall-Timra Airport,SDL,SE,POINT (17.44062745100433 62.5278157),0,,ESNN,Bergeforsen,Timra Kommun,Vaesternorrland,
EVG,Europe/Stockholm,Sveg Airport,EVG,SE,POINT (14.421909903501437 62.04774175),1141,,ESND,Sveg,Harjedalens Kommun,Jaemtland,
SQO,Europe/Stockholm,Gunnarn,SQO,SE,POINT (17.8 64.96222),816,,ESUD,Soderfors,Lycksele Kommun,Vaesterbotten,
GEV,Europe/Stockholm,Gallivare Airport,GEV,SE,POINT (20.81734626236164 67.13180875),944,,ESNG,Gaellivare,Gallivare Kommun,Norrbotten,
VBY,Europe/Stockholm,Visby Airport,VBY,SE,POINT (18.34705855149554 57.66543765),78,https://www.swedavia.com/visby/,ESSV,Visby,Gotland,Gotland,
VXO,Europe/Stockholm,Vaxjo Airport,VXO,SE,POINT (14.72916420418904 56.928141749999995),570,,ESMX,Vaexjoe,Vaxjo Kommun,Kronoberg,
VHM,Europe/Stockholm,Vilhelmina Airport,VHM,SE,POINT (16.65 64.61667),1085,,ESNV,Vilhelmina,Vilhelmina Kommun,Vaesterbotten,
VST,Europe/Stockholm,Vasteras/Hasslo Airport,STO,SE,POINT (16.630556 59.58917),78,,ESOW,Vasteras,Vasteras,Vaestmanland,
VVK,Europe/Stockholm,Vastervik,VVK,SE,POINT (16.633333 57.75),85,,ESSW,Vaestervik,Vasterviks Kommun,Kalmar,
HAD,Europe/Stockholm,Halmstad Airport,HAD,SE,POINT (12.820655511825056 56.69265085000001),32,,ESMT,Halmstad,Halmstads Kommun,Halland,
GSE,Europe/Stockholm,Gothenburg City Airport,GOT,SE,POINT (11.864513 57.77775),26,https://www.saveflygplats.com/,ESGP,Majorna,Goteborg,Vaestra Goetaland,
GVX,Europe/Stockholm,Sandviken,GVX,SE,POINT (16.95115381638249 60.592861799999994),49,,ESSK,Valbo,Gavle Kommun,Gaevleborg,
HFS,Europe/Stockholm,Hagfors Airport,HFS,SE,POINT (13.57844144654195 60.020452),305,,ESOH,Hagfors,Hagfors Kommun,Vaermland,
HLF,Europe/Stockholm,Hultsfred - Vimmerby,HLF,SE,POINT (15.827778 57.52639),344,http://www.hultsfredairport.se/,ESSF,Hultsfred,Hultsfreds Kommun,Kalmar,
HMV,Europe/Stockholm,Hemavan Airport,HMV,SE,POINT (15.273056 65.727776),2578,,ESUT,,,,
HUV,Europe/Stockholm,Hudiksvall,HUV,SE,POINT (17.081638942254507 61.76782215),45,,ESNH,Hudiksvall,Hudiksvalls Kommun,Gaevleborg,
KID,Europe/Stockholm,Kristianstad Airport,KID,SE,POINT (14.087236141896444 55.920444950000004),76,,ESMK,Degeberga,Kristianstads Kommun,Skane,
KLR,Europe/Stockholm,Kalmar Oland Airport,KLR,SE,POINT (16.287222 56.685),17,,ESMQ,Rinkabyholm,Kalmar Kommun,Kalmar,
KRF,Europe/Stockholm,Kramfors Airport,KRF,SE,POINT (17.765907573315225 63.0494837),34,,ESNK,Bollstabruk,Kramfors Kommun,Vaesternorrland,
KRN,Europe/Stockholm,Kiruna Airport,KRN,SE,POINT (20.333082140070225 67.8200558),1508,https://www.swedavia.com/kiruna/,ESNQ,Kiruna,Kiruna Kommun,Norrbotten,
KSK,Europe/Stockholm,Karlskoga,KSK,SE,POINT (14.4947222 59.3444444),400,,ESKK,Karlskoga,Karlskoga Kommun,OErebro,
KSD,Europe/Stockholm,Karlstad Airport,KSD,SE,POINT (13.472059 59.360283),352,,ESOK,Karlstad,Karlstads Kommun,Vaermland,
KVB,Europe/Stockholm,Skovde,KVB,SE,POINT (13.9727778 58.4561111),324,,ESGR,Stopen,Skovde Kommun,Vaestra Goetaland,
JHE,Europe/Stockholm,Heliport,AGH,SE,POINT (12.7 56.033333),19,,,,,,
LDK,Europe/Stockholm,Hovby,LDK,SE,POINT (13.1744003 58.4654999),200,http://www.lidkopingairport.com/,ESGL,Lidkoping,Lidkopings Kommun,Vaestra Goetaland,
JLD,Europe/Stockholm,Heliport,JLD,SE,POINT (12.7 56.05),108,,,Helsingborg,Helsingborg,Skane,
JMM,Europe/Stockholm,Malmo Harbour Heliport,MMA,SE,POINT (13 55.6),39,,,,,,
LLA,Europe/Stockholm,Lulea Airport,LLA,SE,POINT (22.116712311166633 65.54783875000001),65,https://www.swedavia.com/lulea/,ESPA,Bergnaset,Lulea Kommun,Norrbotten,
MMA,Europe/Stockholm,Malmö Bulltofta Airport,MMA,DK,POINT (13.059722 55.605),16,,,Arloev,Burlovs Kommun,Skane,
MXX,Europe/Stockholm,Mora Airport,MXX,SE,POINT (14.504529 60.95812),574,,ESKM,Mora,Mora Kommun,Dalarna,
OER,Europe/Stockholm,Ornskoldsvik Airport,OER,SE,POINT (18.99366 63.4098521),357,,ESNO,Husum,OErnskoeldsviks Kommun,Vaesternorrland,
ORB,Europe/Stockholm,Orebro-Bofors Airport,ORB,SE,POINT (15.047543 59.225758),173,,ESOE,Vintrosa,Orebro Kommun,OErebro,
PJA,Europe/Stockholm,Pajala Airport,PJA,SE,POINT (23.075 67.246666),498,,ESUP,Pajala,Pajala Kommun,Norrbotten,
SFT,Europe/Stockholm,Skelleftea Airport,SFT,SE,POINT (21.0699419 64.6246447),118,,ESNS,Soedra Bergsbyn,Skelleftea Kommun,Vaesterbotten,
THN,Europe/Stockholm,Trollhattan Airport,THN,SE,POINT (12.3 58.266666),137,,ESGT,Trollhattan,Trollhattan,Vaestra Goetaland,
XWZ,Europe/Stockholm,Nykoping,XWZ,SE,POINT (17.0085329 58.7531378),0,,,Nykoping,Nykopings Kommun,Soedermanland,
XXK,Europe/Stockholm,Katrineholm,XXK,SE,POINT (16.2222304 59.0167742),0,,,Katrineholm,Katrineholms Kommun,Soedermanland,
EPU,Europe/Tallinn,Parnu,EPU,EE,POINT (24.470041647645797 58.41979255),45,,EEPU,Sauga,Sauga vald,Paernumaa,
KDL,Europe/Tallinn,Kardla Airport,KDL,EE,POINT (22.833788164013534 58.9883153),18,,EEKA,Kardla,Kaerdla linn,Hiiumaa,
TAY,Europe/Tallinn,Tartu Airport,TAY,EE,POINT (26.69296862697855 58.30867755),219,,EETU,Ulenurme,UElenurme vald,Tartu,
TLL,Europe/Tallinn,Tallinn Airport,TLL,EE,POINT (24.836840478778107 59.414388),131,http://www.tallinn-airport.ee/eng,EETN,Tallinn,Tallinna linn,Harju,
URE,Europe/Tallinn,Kuressaare Airport,URE,EE,POINT (22.50913324606583 58.2345785),14,http://www.eeke.ee/,EEKE,Kuressaare,Kuressaare linn,Saare,
KFZ,Europe/Tirane,Kukës International Airport,KFZ,AL,POINT (20.416156526028644 42.0342197),1135,https://kuiport.al/,LAKU,Kukës,,,
TIA,Europe/Tirane,Tirana International Airport,TIA,AL,POINT (19.71328 41.419132),126,http://www.tirana-airport.com/,LATI,Preze,Rrethi i Tiranes,Tirane,
UDJ,Europe/Uzhgorod,Uzhgorod,UDJ,UA,POINT (22.26068962869202 48.63582435),383,,UKLU,Uzhhorod,Uzhgorodskiy Raion,Zakarpattia,
ANT,Europe/Vienna,St Anton,ANT,AT,POINT (10.283333 47.15),5672,,,Sankt Anton am Arlberg,Politischer Bezirk Landeck,Tyrol,
VIE,Europe/Vienna,Vienna International Airport,VIE,AT,POINT (16.5848987032657 48.10499675),561,http://www.viennaairport.com/en/,LOWW,Fischamend Dorf,Politischer Bezirk Wien-Umgebung,Lower Austria,
GRZ,Europe/Vienna,Graz Airport,GRZ,AT,POINT (15.440023285611247 46.98874805),1076,http://www.flughafen-graz.at/,LOWG,Feldkirchen bei Graz,Politischer Bezirk Graz-Umgebung,Styria,
INN,Europe/Vienna,Innsbruck Airport,INN,AT,POINT (11.341870474999986 47.2597258),1873,http://www.innsbruck-airport.com/,LOWI,Vols,Politischer Bezirk Innsbruck Land,Tyrol,
KLU,Europe/Vienna,Klagenfurt Airport,KLU,AT,POINT (14.328599613147205 46.64348185),1472,http://www.klagenfurt-airport.com/,LOWK,Klagenfurt am Woerthersee,Klagenfurt am Woerthersee,Carinthia,
LNZ,Europe/Vienna,Linz Airport,LNZ,AT,POINT (14.187713380617474 48.23637495),967,http://www.flughafen-linz.at/,LOWL,Horsching,Politischer Bezirk Linz-Land,Upper Austria,
HOH,Europe/Vienna,Hohenems-Dornbirn,HOH,AT,POINT (9.699329804822927 47.3844036),1328,http://www.loih.at/,LOIH,,,,
SZG,Europe/Vienna,W. A. Mozart Salzburg Airport,SZG,AT,POINT (12.997331 47.791225),1411,http://www.salzburg-airport.com/,LOWS,,,,
VNO,Europe/Vilnius,Vilnius International Airport,VNO,LT,POINT (25.290314330439507 54.63483615),590,http://www.vilnius-airport.lt/en/,EYVI,Naujamiestis,,Vilnius County,
PNV,Europe/Vilnius,Panevezys,PNV,LT,POINT (24.383333 55.733334),190,,EYPP,Panevezys,Panevezys City,Panevezys,
SQQ,Europe/Vilnius,Siauliai International Airport,SQQ,LT,POINT (23.316668 55.933334),426,http://www.airport.siauliai.lt/,EYSA,Siauliai,Siauliai,Siauliu apskritis,
KLJ,Europe/Vilnius,Klaipeda,PLQ,LT,POINT (21.143408 55.424284),0,,,Neringa,,,
KUN,Europe/Vilnius,Kaunas Airport,KUN,LT,POINT (23.916668 54.9),256,http://www.kaunasair.lt/index.php?lang=2&m=2&p=210,EYKA,Kaunas,Kaunas,Kauno apskritis,
PLQ,Europe/Vilnius,Palanga International Airport,PLQ,LT,POINT (21.094675861557334 55.972598899999994),32,http://www.palanga-airport.lt/,EYPA,Palanga,Klaipeda,Klaipedos apskritis,
BWO,Europe/Volgograd,Balakovo,BWO,RU,POINT (47.74207317528571 51.8557388),95,,UWSB,Balakovo,,Saratov,
ASF,Europe/Volgograd,Astrakhan Airport,ASF,RU,POINT (48.018907153379175 46.28016705),-78,http://xn--80aaaa9dcahhdbllc1cxhc.xn--p1ai/,URWA,Yaksatovo,,Astrakhan,
VOG,Europe/Volgograd,Volgograd International Airport,VOG,RU,POINT (44.347290075526445 48.78335465),462,,URWW,Gumrak,,Volgograd,
SZZ,Europe/Warsaw,Goleniow Airport,SZZ,PL,POINT (14.903674968858503 53.5843896),154,http://www.airport.com.pl/en/index.php,EPSC,Goleniow,Powiat goleniowski,West Pomeranian Voivodeship,
BZG,Europe/Warsaw,Bydgoszcz Airport,BZG,PL,POINT (17.978783301007155 53.09767685),219,http://www.plb.pl/,EPBY,Bydgoszcz,Bydgoszcz,Kujawsko-Pomorskie,
POZ,Europe/Warsaw,Poznan Airport,POZ,PL,POINT (16.8317916444456 52.42056395),249,http://www.airport-poznan.com.pl/en/,EPPO,Baranowo,Powiat poznanski,Greater Poland Voivodeship,
CZW,Europe/Warsaw,Czestochowa,CZW,PL,POINT (19.1 50.816666),859,,EPRU,Czestochowa,Czestochowa,Silesian Voivodeship,
RZE,Europe/Warsaw,Rzeszow International Airport,RZE,PL,POINT (22.018435906021026 50.11148165),666,https://www.rzeszowairport.pl,EPRZ,Trzebownisko,Powiat rzeszowski,Subcarpathian Voivodeship,
RDO,Europe/Warsaw,Radom Airport,RDO,PL,POINT (21.213611 51.389167),613,http://lotnisko-radom.eu/pl/,EPRA,Radom,Radom,Masovian Voivodeship,
